children	0.049	392	398
glass	0.280	581	468
book	0.614	3113	1795
hold	-0.020	654	711
awards	0.844	1895	868
truly	0.551	562	345
snow	-0.027	337	369
quality	0.692	464	247
aware	0.292	102	81
9th	0.195	145	127
impressive	1.360	200	54
realised	-0.755	220	500
sleeps	0.333	164	125
cooler	0.593	235	138
award	1.179	423	138
string	0.002	93	99
classmates	0.109	66	63
suits	1.050	133	49
flow	0.812	149	70
chase	0.390	157	113
wats	-0.001	148	158
lovin	1.467	638	156
received	0.619	391	224
campaign	1.061	140	51
zone	0.447	203	138
fashion	0.738	413	210
liking	0.991	353	139
caught	-0.331	629	934
tomarrow	-0.303	51	74
tomorrow	-0.093	13348	15620
moan	-0.251	26	36
survived	0.613	200	115
dying	-1.361	327	1363
down	-0.490	6392	11122
glorious	0.686	312	167
weird	-0.120	1451	1743
white	0.261	1261	1035
explain	0.384	298	216
business	1.316	6	1
we're	0.536	3835	2392
old	-0.050	5027	5633
general	0.035	271	279
theme	0.921	449	190
clock	-0.439	209	346
pleased	1.606	387	82
dancing	0.869	943	421
names	0.695	388	206
consider	0.974	317	127
mixed	0.020	200	209
interested	1.412	646	167
graduated	0.482	233	153
stories	0.620	409	234
celebration	1.323	228	64
remove	-0.316	105	154
luckily	0.286	240	192
reached	0.064	177	177
tie	0.687	193	103
chatting	0.963	466	189
signs	0.133	118	110
simply	0.740	355	180
big	0.233	5378	4540
married	0.500	539	348
become	0.256	639	527
stressed	-1.823	96	639
dressed	0.264	368	301
ages	-0.326	343	507
bee	0.068	235	23422	0.067	262	261
bitch	-0.360	645	986
everybody	0.547	1121	691
checked	-0.252	481	660
patience	0.563	144	87
major	-0.697	428	917
clear	0.400	482	344
realise	-0.365	83	128
knows	0.318	1018	789
shot	-0.101	669	789
21st	0.846	279	127
chill	0.934	890	372
likely	-0.179	261	333
everyone	0.677	9478	5131
possibly	0.185	480	425
drugs	-0.253	117	161
stars	0.975	474	190
considering	0.077	305	301
soul	0.488	421	275
waste	-0.906	200	529
land	0.577	607	363
realize	-0.406	221	354
many	-0.007	3674	3942
sense	0.945	692	286
buddy	0.249	702	583
except	-0.645	722	1467
much	-0.007	14163	15199
issue	-0.264	332	461
funny	2.010	6	0
thought	-0.110	4512	5368
once	0.639	3801	2138
experiment	0.603	95	55
participating	1.300	30	8
price	-0.097	388	456
fucks	-0.565	23	44
lor	-0.329	26	39
mentally	-0.469	53	91
remembering	0.103	103	99
poll	0.926	89	37
sneak	0.735	224	114
lounge	0.253	202	167
faint	-0.245	35	48
dedicated	1.188	156	50
duties	0.064	34	34
ratings	0.449	24	16
nervous	-0.679	391	823
manually	-0.807	17	42
creature	0.730	36	18
donut	0.384	134	97
photoshop	0.188	222	196
pink	0.529	916	575
kicking	-0.061	255	289
brat	0.262	38	31
leak	-1.252	32	122
freaking	-0.554	580	1077
examples	0.921	32	13
pepper	0.206	150	130
bathing	0.204	83	72
permanent	0.032	62	64
listenin	0.610	208	120
fck	-0.660	31	65
shop	0.122	1067	1006
pointing	0.855	74	33
ish	0.081	228	224
peppers	0.433	54	37
thinks	-0.004	1134	1213
fucked	-1.377	163	692
particularly	0.541	107	66
enemies	0.651	35	19
sofa	-0.156	129	161
drown	-0.487	33	58
leftovers	0.413	60	42
aim	-0.020	330	359
hearts	0.353	194	145
noticing	0.101	53	51
daily	0.445	507	346
competitive	0.585	31	18
sweep	0.231	51	43
experiencing	-0.675	42	89
thnk	-0.224	50	67
tym	0.012	37	39
experienced	0.064	54	54
crossed	0.678	546	295
monitor	-0.244	110	150
concrete	-0.892	24	64
returns	0.133	88	82
roof	-0.070	194	222
gots	-0.190	148	191
earned	1.339	110	30
valuable	0.590	43	25
hung	-0.086	246	286
twat	-0.021	67	73
else's	-0.202	45	59
remembering	0.103	103	99
thrown	-0.462	80	136
bicycle	0.691	72	38
straighten	0.120	54	51
finals	-0.251	864	1184
supermarket	-0.103	43	51
arrangements	0.897	22	9
irish	0.506	192	123
sweat	-0.082	120	139
vinyl	0.757	65	32
sticks	0.151	118	108
retire	-0.334	44	66
empty	-1.310	219	868
lend	-0.135	49	60
psychology	-0.075	66	76
solve	0.338	74	56
image	0.303	286	225
dept	-0.056	46	52
audience	0.788	131	63
trophy	0.651	53	29
resident	0.229	58	49
bitch	-0.360	645	986
forte	0.264	10	8
ultimate	0.709	182	95
leavin	-0.968	76	215
dougie	0.453	185	125
convert	0.520	70	44
guard	0.079	64	63
goto	-0.093	52	61
bare	-0.199	69	90
censorship	-1.035	6	20
throws	-0.023	54	59
comprehend	-0.853	3	9
lad	0.418	56	39
clips	0.290	88	70
admit	0.701	381	201
yesterday's	0.147	99	91
future	0.906	979	421
lifting	0.131	45	42
bandwidth	-0.952	20	57
jungle	0.325	86	66
nudge	1.149	73	24
smoothie	0.663	161	88
rescheduled	-0.687	16	35
pjs	0.348	92	69
euro	-0.110	57	68
academic	0.320	30	23
affect	-0.538	22	41
fonts	0.096	30	29
diploma	0.387	46	33
later	0.676	6104	3309
freeze	-0.372	65	101
wen	-0.303	227	328
married	0.500	539	348
tempt	-0.032	9	10
reminds	0.268	485	395
fob	0.225	73	62
office	-0.456	1692	2847
mansion	0.678	60	32
important	0.485	627	411
shell	0.202	92	80
2b	-0.079	51	59
smoked	0.064	53	53
assassinate	0.064	11	11
congratulations	2.732	1398	96
bfast	0.410	40	28
portfolio	0.379	110	80
frames	0.003	31	33
knocking	0.181	44	39
problems	-1.025	353	1051
development	0.318	146	113
homies	0.509	102	65
bitten	-1.533	15	78
j	0.336	486	370
peaceful	1.355	210	57
spymaster	0.474	94	62
fired	-0.615	68	135
shed	-0.320	76	112
touching	0.276	93	75
severe	-1.617	34	187
blankets	-0.119	39	47
queue	-0.606	65	128
public	0.110	416	397
fairytale	1.363	43	11
fishing	0.528	236	148
waves	0.950	249	102
designs	1.025	148	56
wave	2.549	11	0
swear	-0.364	404	620
shave	0.064	97	97
replay	-0.224	65	87
backs	0.161	53	48
starve	-1.115	7	25
regretting	-2.042	13	114
played	0.248	1028	855
terminal	0.096	62	60
polish	0.256	136	112
devices	0.005	32	34
ridiculous	-0.557	198	369
fountain	0.420	59	41
coffe	0.570	72	43
seat	-0.222	265	353
younger	0.244	199	166
makes	-0.118	4210	5051
increase	0.019	65	68
false	-0.509	65	116
swiss	0.534	63	39
ting	0.040	40	41
shaky	-0.827	15	38
popped	-0.345	100	151
cuss	-0.130	13	16
league	0.018	150	157
gal	0.943	146	60
neighborhood	-0.030	121	133
mango	0.840	175	80
distracted	-0.330	113	168
freaky	-0.032	79	87
stressed	-1.823	96	639
records	0.627	136	77
policies	0.287	14	11
popular	0.757	265	132
garlic	0.750	154	77
rhyme	1.088	38	13
full-time	0.108	22	21
butterfly	0.612	108	62
sorting	0.187	145	128
facial	0.266	70	57
protection	-0.066	57	65
treatments	-0.396	11	18
releases	0.187	42	37
sry	-1.247	99	370
child	-0.149	361	447
electronics	-0.483	21	37
flock	0.887	40	17
todayyyy	0.392	24	17
experienced	0.064	54	54
meets	0.549	77	47
organised	0.420	39	27
ppls	0.328	42	32
aliens	0.626	85	48
hood	0.155	170	155
vegan	0.589	136	80
rely	-0.036	37	41
subjects	-0.159	51	64
loaded	0.122	105	99
horn	0.351	39	29
shining	0.970	665	268
ringing	-0.794	52	124
attracted	0.489	25	16
tryna	-0.574	148	281
glove	0.010	17	18
writing	0.428	1714	1190
pajamas	-0.242	41	56
shattered	-1.293	68	267
repeat	0.432	307	212
signing	0.485	357	234
edited	0.579	81	48
shorter	0.270	101	82
sets	0.245	150	125
connecting	0.166	71	64
unfinished	-0.629	16	33
birthdays	0.766	114	56
smiley	1.277	174	51
women	0.719	571	296
runs	-0.123	247	298
expensive	-1.307	226	893
drill	-0.048	50	56
sympathy	-0.740	46	104
amused	1.590	114	24
fur	-0.264	66	92
elephants	0.177	27	24
xo	0.775	848	416
pimp	1.409	95	24
pointed	0.358	50	37
courtesy	1.327	98	27
willing	0.824	215	100
difference	0.664	329	180
junior	0.158	155	141
gardening	0.708	159	83
f1	-0.184	113	145
promote	1.512	148	34
owl	0.867	162	72
naming	0.556	35	21
teen	0.632	225	127
manga	0.469	65	43
thesis	-0.159	99	124
bats	-0.137	26	32
say	0.545	8219	5078
seen	0.276	1881	1521
easy	0.810	1480	701
bit	0.078	5184	5109
great	1.296	24472	7137
fan	0.972	2247	905
rude	-0.683	163	345
healthy	0.627	489	278
plan	0.563	1568	951
anyway	0.421	2009	1405
believe	0.546	1296	800
gay	0.757	5	2
meal	0.538	436	271
loves	1.319	2588	737
else	-0.052	1869	2098
idiot	3.431	28	0
makeup	0.447	307	209
others	0.650	932	518
technology	0.073	209	207
give	0.351	3948	2962
biggest	0.031	423	437
shall	0.897	1499	651
donuts	0.271	207	168
touched	0.354	130	97
experience	0.466	648	433
lots	0.475	3096	2052
crack	0.397	355	254
following	1.258	3893	1179
teachers	-0.241	114	155
who's	0.499	832	538
realise	-0.365	83	128
mistakes	-0.053	88	99
editing	0.390	376	271
north	0.021	455	475
little	0.111	8161	7784
tweeting	0.683	1539	828
plans	-0.256	903	1243
won	0.558	2089	1274
its	-0.189	18166	23389
lot	0.245	4610	3846
tea	1.316	6	1
role	1.127	248	85
once	0.639	3801	2138
learn	0.308	1206	944
permission	0.844	71	32
seasons	0.232	128	108
desperate	-0.203	208	272
telling	-0.033	529	583
caught	-0.331	629	934
celebrate	1.171	589	194
idea	0.701	1918	1014
epic	0.196	723	633
goood	1.278	430	127
blind	0.057	159	160
impossible	-0.986	145	416
worn	-0.488	94	164
pants	-0.102	443	523
helps	1.123	697	241
tool	0.534	215	134
comment	1.016	1100	424
anyways	0.315	661	514
voice	0.073	1062	1052
man	-0.189	5682	7317
moms	0.528	634	398
giving	-0.014	839	907
new	0.715	25289	13186
guy	0.163	2643	2393
hunting	-0.096	190	223
afterall	0.663	50	27
should	0.459	12660	8522
describe	0.742	68	34
related	0.231	233	197
yrs	-0.105	292	346
hiding	-0.223	174	232
ahead	0.340	1005	762
biz	0.808	180	85
drops	-0.323	105	155
were	-0.153	7263	9023
beard	-0.297	75	108
interest	0.625	197	112
dating	0.339	165	125
bread	0.576	525	314
tables	0.018	63	66
surely	0.488	300	196
anger	-0.246	65	89
group	0.556	886	541
favourite	0.864	807	362
were	-0.153	7263	9023
release	0.251	519	430
choose	0.651	404	224
look	0.738	7440	3789
jerk	-0.855	94	237
growing	-0.073	319	366
smoking	-0.155	171	213
tell	0.527	5209	3277
care	0.316	1645	1278
public	0.110	416	397
while	0.104	4975	4778
washed	-0.251	164	225
taught	0.733	165	84
medium	0.064	71	71
fails	-0.913	63	169
dental	-1.129	26	88
massage	-0.112	275	328
brain	-0.268	549	765
speaking	0.575	406	243
fitness	0.527	142	89
toilet	-0.498	125	220
engagement	0.856	105	47
colleagues	0.141	66	61
cooked	0.493	257	167
art	1.450	11	2
19th	0.390	157	113
education	0.289	103	82
v	0.120	841	795
returning	-0.267	78	109
communication	0.159	76	69
mountain	0.384	276	200
visited	0.387	151	109
bride	1.155	255	85
enemy	0.360	73	54
attacks	-0.820	30	74
popular	0.757	265	132
algebra	-0.830	35	87
slightest	-0.725	4	10
conference	0.275	446	361
wierd	-0.099	112	132
capable	0.343	40	30
mental	0.186	181	160
stare	0.016	60	63
route	0.113	144	137
relief	0.802	158	75
penis	0.028	54	56
girlie	0.987	213	84
sharp	0.026	78	81
punk	0.680	149	80
fairy	0.594	123	72
aired	0.064	28	28
typed	0.208	81	70
27th	0.534	87	54
disco	0.642	131	73
roots	0.551	113	69
raining	-1.384	845	3597
break	-0.133	1799	2190
freak	0.073	221	219
know	0.264	20578	16834
such	0.093	4246	4125
hater	0.400	83	59
fill	0.110	242	231
record	0.476	762	504
hits	0.165	207	187
plays	0.501	256	165
lover	0.553	211	129
self	0.115	712	676
clear	0.400	482	344
fight	-0.102	576	680
popcorn	0.357	243	181
guys	0.483	7766	5108
point	0.247	1246	1037
cup	0.459	1104	743
term	0.302	296	233
sway	0.917	168	71
cost	-0.794	200	473
used	-0.076	2054	2362
fave	0.975	780	313
missing	-1.978	884	6815
blame	-0.083	302	350
great	1.296	24472	7137
fans	0.655	1350	747
point	0.247	1246	1037
optimistic	1.338	92	25
leaked	-0.565	47	89
realy	-0.589	99	191
absolute	-0.004	128	137
household	0.027	53	55
dumbass	-0.922	24	66
dip	0.671	111	60
majority	-0.121	58	70
enought	0.169	9	8
justify	-0.061	14	16
emotion	0.164	41	37
fuzzy	0.416	100	70
relationships	-0.470	43	74
holla	1.188	276	89
developers	0.374	59	43
appeal	0.138	27	25
begun	0.030	86	89
mission	0.684	343	184
chubby	0.093	34	33
airplane	-0.392	44	70
touched	0.354	130	97
installing	0.187	172	152
x	0.350	7816	5872
clicking	-0.396	47	75
photoshoot	0.836	196	90
environment	0.937	78	32
fries	0.360	256	190
comeback	0.322	65	50
customer	-0.185	180	231
amounts	-0.131	64	78
tink	0.108	68	65
pasta	0.490	287	187
fires	0.178	36	32
pals	0.670	76	41
booked	0.122	300	283
justice	0.369	75	55
sweater	-0.110	73	87
terrible	-1.857	231	1583
presentations	-0.155	44	55
jumper	0.043	47	48
nuttin	-0.181	17	22
realizes	-0.342	21	32
pirate	0.623	125	71
earn	1.297	205	59
pissed	-1.732	225	1361
brownie	0.479	102	67
guessing	0.166	226	204
stops	-0.576	104	198
derby	0.079	129	127
scan	-0.119	74	89
meaning	0.419	260	182
bet	0.452	1545	1048
official	0.326	592	455
entertaining	1.492	316	75
pee	-0.692	116	248
faster	0.200	353	308
rarely	-0.161	110	138
jinx	-0.396	11	18
b'day	1.034	131	49
reboot	-0.984	26	76
polo	0.026	51	53
both	0.342	3245	2457
smack	0.433	80	55
ticket	-0.346	527	794
overwhelmed	-0.742	41	93
implement	0.487	28	18
road	0.055	1019	1028
hairs	-0.394	49	78
threads	0.202	30	26
plate	0.115	140	133
cats	-0.193	457	591
impress	0.882	33	14
booth	0.763	166	82
smash	0.351	83	62
hv	0.085	186	182
probably	-0.151	2796	3467
hundreds	-0.205	51	67
improved	1.048	90	33
square	0.124	222	209
clever	1.340	232	64
greek	0.305	209	164
grease	0.537	113	70
tomrrow	-0.054	15	17
calculator	-0.328	24	36
unusual	0.448	68	46
pity	-1.413	102	450
anytime	1.556	693	155
mixing	0.503	75	48
leftovers	0.413	60	42
buns	0.382	32	23
stalkers	0.692	44	23
coffee	0.852	10	4
that's	0.433	12527	8657
numbers	-0.279	185	261
realize	-0.406	221	354
ends	-0.218	279	370
talkin	0.429	316	219
disappointed	-2.583	107	1522
bothering	-1.252	32	122
unfollow	0.001	137	146
jealous	-0.767	1151	2642
cruise	0.285	286	229
community	0.760	320	159
tooo	-0.183	260	333
beer	0.681	1415	763
bunch	0.342	690	522
mention	1.286	797	234
syrup	0.389	89	64
incident	-0.432	52	86
yelled	-1.409	35	156
pretend	0.357	168	125
volume	0.174	85	76
equal	0.556	53	32
iced	0.625	248	141
gona	-0.231	171	230
average	-0.037	112	124
purpose	0.742	137	69
attitude	0.955	155	63
pee	-0.692	116	248
shine	1.334	380	106
aloud	0.623	76	43
console	-0.127	37	45
woods	0.385	148	107
asked	0.154	834	762
ull	0.921	65	27
twit	0.712	542	283
clothing	0.544	117	72
drank	-0.406	189	303
graphic	0.356	137	102
cigar	0.543	20	12
benefit	0.615	91	52
class	-0.338	2132	3185
ass	-0.099	1782	2097
stretch	0.487	109	71
entry	0.398	189	135
carrying	-0.325	58	86
awhile	0.070	340	338
really	-0.453	16480	27619
as	0.230	19684	16661
join	1.136	1664	569
sweetie	0.779	743	363
cover	0.625	742	423
blue	0.383	1188	863
real	0.269	3173	2583
i'd	0.138	3650	3387
neighbor	-0.316	118	173
quit	-0.536	263	480
sneak	0.735	224	114
response	0.657	276	152
effing	-0.516	130	233
sand	-0.088	127	148
activity	0.338	95	72
angels	0.652	415	230
recommend	1.615	480	101
wise	0.736	232	118
ex	-0.557	200	373
fuck	-0.875	1319	3374
bringing	0.478	332	219
birds	0.192	355	312
article	0.762	640	318
flash	-0.204	234	306
reach	0.274	294	238
played	0.248	1028	855
attention	0.602	405	236
songs	0.913	2147	918
kisses	0.910	428	183
thin	-0.235	91	123
princess	0.574	387	232
voting	1.093	461	164
let's	1.252	2421	737
most	0.297	4108	3254
stage	0.324	514	396
bought	0.505	2498	1606
count	0.634	581	328
keeping	0.395	715	513
read	0.431	4044	2801
freedom	0.308	267	209
fighting	-0.691	237	505
talent	0.739	551	280
star	0.876	1879	833
suit	0.405	248	176
young	0.372	835	613
stick	0.318	586	454
sense	0.945	692	286
act	0.243	352	294
mommy	0.166	809	730
usually	0.038	779	799
starts	-0.068	918	1047
read	0.431	4044	2801
unknown	-0.570	51	97
visits	-0.003	57	61
pill	-0.205	67	88
costume	0.248	88	73
newsletter	1.056	88	32
motorcycle	0.164	104	94
fill	0.110	242	231
ur	0.571	7877	4742
drives	-0.057	108	122
silence	-0.034	135	149
lasts	0.565	108	65
liquor	0.332	67	51
beginning	-0.073	375	430
tweeter	0.640	184	103
shoot	0.154	842	769
chosen	0.557	76	46
brush	0.034	100	103
heart	-0.247	1914	2611
rap	0.515	134	85
babe	0.341	1125	852
vids	0.678	330	178
cleaner	0.080	62	61
carry	0.384	196	142
revising	-0.947	228	628
shipping	-0.100	128	151
pretending	0.241	79	66
rugby	0.362	127	94
thus	0.099	143	138
mentioning	0.830	70	32
tracks	0.570	208	125
miracle	-0.061	104	118
fam	0.569	965	582
drummer	0.504	72	46
today	-0.033	27331	30108
spots	-0.210	88	116
fag	-0.264	30	42
discount	0.772	133	65
th	0.045	319	325
sewing	0.041	85	87
dose	0.186	112	99
knowing	0.040	327	335
charges	-1.508	15	76
posting	1.015	597	230
races	0.276	93	75
chai	0.383	94	68
wonder	0.083	1241	1217
lag	-0.397	64	102
prayers	-0.532	278	505
purchase	0.398	168	120
calories	-0.022	100	109
millionaire	0.729	104	53
falling	-0.436	479	790
user	0.319	234	181
tunes	1.604	335	71
models	0.602	136	79
y	-0.301	1034	1489
ins	0.005	32	34
piss	-0.298	132	190
waitin	0.068	220	219
smelly	-0.466	52	89
websites	0.248	130	108
movement	0.601	76	44
thing	0.038	6270	6436
tweeted	0.375	418	306
easily	0.235	228	192
music	1.994	61	8
win	0.911	6	2
idol	0.696	445	236
limit	0.307	407	319
plz	-0.042	615	684
winning	0.494	382	248
excuse	0.483	393	258
relaxing	1.198	1417	455
apply	0.085	140	137
just	0.061	60044	60198
block	-0.300	366	527
colors	0.838	216	99
gives	0.370	529	389
yet	-0.171	2071	2620
up	0.351	15	11
writing	0.428	1714	1190
can	0.440	25552	17541
are	0.360	42361	31485
understand	0.205	771	669
commercial	0.436	263	181
future	0.906	979	421
twits	0.769	250	123
students	0.240	277	232
wheel	-0.373	114	177
spell	0.431	230	159
shiny	0.962	274	111
appear	-0.106	123	146
6th	0.103	231	222
match	0.179	512	456
tomoro	-0.515	73	131
person	0.212	1980	1707leads	0.212	79	68
power	-0.138	847	1036
then	0.351	18498	13873
escape	0.243	145	121
bs	-0.342	93	140
tomorrows	-0.278	75	106
balance	0.292	136	108
curse	-0.882	79	205
sheets	0.269	150	122
becoming	0.071	270	268
asshole	-0.594	85	165
deliver	0.394	102	73
try	0.485	5631	3693
something	0.005	6298	6677
means	-0.090	1548	1806
premiere	0.125	166	156
watched	0.360	2554	1898
present	0.728	572	294
talked	0.038	423	434
official	0.326	592	455
cousin	0.287	759	607
nearly	-0.183	653	836
looks	0.010	4870	5137
batch	0.218	97	83
sides	0.038	76	78
gotta	-0.191	3868	4990
wind	-0.124	304	367
holding	0.027	267	277
violence	-1.035	31	95
ideal	0.724	59	30
length	-0.009	52	56
stays	0.578	203	121
extended	0.301	108	85
pt	0.183	115	102
automatically	-0.027	62	68
checks	-0.503	41	73
bio	0.179	292	260
username	0.735	222	113
outing	-0.021	67	73
dodgy	-0.718	42	93
tee	0.719	207	107
convince	0.333	164	125
honestly	-0.191	326	421
wee	0.284	439	352
valley	0.381	183	133
sleepin	-0.205	80	105
donate	0.306	106	83
leader	0.464	90	60
sings	1.144	161	54
babe	0.341	1125	852
hangin	0.832	290	134
kiss	0.598	642	376
joke	0.180	446	397
shout	1.553	935	210
result	0.124	271	255
born	0.546	386	238
interview	0.618	1103	633
boy	0.192	2291	2015
flowers	0.932	533	223
shoot	0.154	842	769
section	0.338	278	211
serious	-0.386	576	904
bring	0.510	2142	1370
finale	-0.483	384	664
escape	0.243	145	121
rings	0.416	154	108
uncle	-0.078	335	386
legal	0.747	195	98
farm	0.561	198	120
babes	0.435	218	150
bitches	0.524	259	163
gaming	0.620	149	85
true	0.911	6	2
would	0.064	12311	12308
giving	-0.014	839	907
tweeting	0.683	1539	828
sunshine	0.718	1782	926
pie	0.587	360	213
hearing	0.066	424	423
sometimes	-0.048	1698	1898
followers	0.972	4703	1896
watching	0.634	13719	7753
edit	0.302	192	151
now	-0.121	39166	47104
eyes	-0.403	1207	1926
band	0.646	1519	848
c	0.183	1297	1151
top	0.439	1886	1296
closer	0.256	440	363
wife	0.309	937	733
noise	-0.505	140	248
i'll	0.547	14675	9049
english	-0.127	1352	1637
years	0.065	2359	2357
begin	0.572	363	218
winter	-0.311	342	498
entire	-0.327	409	605
dev	0.145	114	105
girl's	0.371	67	49
fantasy	0.360	155	115
multi	0.840	62	28
nigga	-0.203	107	140
insanely	-0.186	59	76
extent	0.351	19	14
glimpse	0.255	22	18
blue	0.383	1188	863
bend	0.337	45	34
acknowledge	1.114	19	6
related	0.231	233	197
deer	-0.567	57	108
stink	-0.948	39	109
lies	-0.090	119	139
flag	0.531	90	56
recommended	1.467	178	43
kiddies	0.555	84	51
roses	0.886	131	57
mailing	0.890	63	27
mug	0.188	110	97
iam	-0.094	122	143
rpg	0.224	26	22
yellow	0.457	328	221
knowin	-0.372	10	16
motor	-0.111	41	49
non	-0.231	189	254
disconnected	-2.016	15	127
mainstream	-0.061	14	16
develop	0.620	67	38
solution	0.357	164	122
coaster	0.367	41	30
strip	0.430	100	69
sexiest	1.287	50	14
uploading	0.841	497	228
dissapointed	-2.429	20	253
regularly	0.722	84	43
prizes	1.064	67	24
pies	0.593	72	42
victory	1.067	149	54
lineup	-0.181	35	45
number	0.348	1163	875
trivia	0.264	76	62
adoption	-0.008	26	28
soooooooo	-0.661	76	158
along	0.618	1210	695
snapped	-0.909	30	81
pregnancy	-0.149	37	46
gloves	0.164	62	56
recognized	0.829	42	19
convertible	0.623	27	15
confidence	0.835	105	48
fools	0.412	67	47
girls	0.581	3042	1813
guyz	0.369	56	41
bby	0.222	115	98
scrabble	0.186	51	45
bruised	-1.644	34	192
flippin	-0.469	53	91
sentences	0.186	25	22
mint	0.732	194	99
knives	-0.173	14	18
retweet	1.615	518	109
scarf	0.707	77	40
fancy	0.613	347	200
NOT FOUND
chin	-0.342	87	131
contracts	-0.514	22	40
functioning	0.189	33	29
titles	0.973	71	28
shud	0.271	175	142
guarantee	0.703	35	18
current	0.101	298	287
promising	0.745	86	43
opportunities	0.469	56	37
regular	0.049	269	273
shes	-0.029	615	675
sissy	0.248	88	73
comfort	-0.167	138	174
singin	0.943	52	21
unlimited	0.192	82	72
NOT FOUND
announced	-0.034	116	128
tend	0.334	147	112
plant	0.178	184	164
ale	0.651	89	49
collect	0.417	93	65
welcome	2.494	6614	581
lacking	-1.119	33	110
inconvenient	-0.710	11	25
spit	0.427	68	47
rise	0.724	332	171
tomato	0.035	135	139
blown	-0.352	100	152
circles	-0.087	42	49
bale	0.817	33	15
totally	0.045	3304	3368
cola	0.282	50	40
finds	0.048	125	127
entertaining	1.492	316	75
shite	-0.969	51	145
bullet	0.268	53	43
napping	0.422	112	78
supports	0.064	54	54
NOT FOUND
broccoli	0.596	45	26
fog	-0.132	50	61
peak	0.267	86	70
kissing	0.522	67	42
scam	-0.651	22	46
choose	0.651	404	224
diamond	0.222	88	75
transformer	-0.702	19	42
fussy	-0.739	12	28
documentary	-0.004	70	75
store	-0.109	1296	1541
mesh	0.340	28	21
chore	-0.598	15	30
apology	-0.050	24	27
suffice	-0.001	14	15
lit	-0.073	108	124
climb	1.008	251	97
employee	0.033	63	65
stylist	0.209	36	31
itz	-0.261	59	82
tits	-0.044	43	48
catchy	1.747	112	20
cleaned	0.183	302	268
valid	0.608	49	28
stinky	-0.618	44	88
called	-0.051	1786	2003
blink	0.406	237	168
partay	0.651	62	34
procrastinate	-0.437	19	32
beta	0.089	315	307
earn	1.297	205	59
resting	0.307	189	148
story	0.443	1740	1190
takes	-0.042	724	805
lines	0.583	505	300
bath	0.532	670	419
episode	0.016	1026	1076
kid	0.146	1028	947
covered	-0.123	247	298
cricket	0.412	16	11
they've	-0.672	171	358
cold	-1.148	1758	5907
mean	-0.082	2920	3377
color	0.700	551	291
like	0.046	35859	36515
we'd	0.493	231	150
adding	0.836	339	156
clothes	0.038	845	867
sudden	-1.085	96	305
stairs	-0.911	99	264
stuff	0.267	4834	3944
best	0.950	10714	4415
cooking	0.722	723	374
stress	-0.067	444	506
part	0.184	2231	1978
wifey	0.013	134	141
print	0.451	248	168
pregnant	-0.015	145	157
suggest	1.121	281	97
footage	0.064	86	86
bump	-0.049	100	112
comments	0.654	560	310
hated	-0.810	105	253
retarded	-0.478	102	176
core	0.074	94	93
kicking	-0.061	255	289
mag	0.695	202	107
poker	0.651	8	4
plastic	-0.273	124	174
celebrating	1.181	439	143
night	0.305	21637	16998
convention	0.279	92	74
jet	-0.200	168	219
bake	0.610	189	109
climb	1.008	251	97
also	0.275	5524	4471
much	-0.007	14163	15199
hero	0.755	512	256
NOT FOUND
demons	0.798	272	130
made	0.400	7409	5295
cover	0.625	742	423
classes	-0.280	554	782
damage	-0.865	61	156
clue	0.329	72	55
either	-0.532	1485	2696
taste	0.615	712	410
1st	0.240	1510	1266
orange	0.380	478	348
fear	-0.584	192	368
cd	0.626	1125	641
share	1.173	1285	423
people	0.121	9286	8765
fast	-0.264	1133	1573
rain	-0.995	2390	6888
brain	-0.268	549	765
cart	-0.002	43	46
duck	0.043	143	146
compete	0.882	33	14
exercise	0.435	299	206
noodles	0.167	213	192
signature	0.222	40	34
travelling	0.180	90	80
spending	0.345	903	681
brown	0.329	523	401
thick	-0.080	83	96
understands	0.064	38	38
bake	0.610	189	109
loans	-0.853	11	29
whos	0.498	155	100
horrible	-2.075	292	2487
actress	0.916	142	60
offering	1.138	81	27
ninja	0.592	133	78
woken	-0.923	153	412
mothers	1.372	1424	384
podcast	0.691	265	141
humanity	-0.032	29	32
student	0.004	294	312
chickens	-0.078	45	52
flippin	-0.469	53	91
survey	0.745	80	40
anime	0.743	139	70
tearing	-0.614	32	64
bullshit	-0.516	83	149
queen	0.693	393	209
slack	-0.217	33	44
germs	-1.245	9	36
soaking	0.188	93	82
cuddling	0.011	92	97
capital	0.267	75	61
studios	0.560	68	41
potatoes	0.473	130	86
english	-0.127	1352	1637
takin	0.078	204	201
la	0.176	2137	1909
soda	0.008	121	128
jobless	-1.199	14	52
suitable	0.326	25	19
candles	1.231	105	32
jumped	-0.377	109	170
noisy	-0.650	48	99
assuming	0.575	109	65
temperature	-0.875	44	114
mountains	0.572	132	79
justice	0.369	75	55
12th	0.402	114	81
twilight	1.316	6	1
ignorance	0.299	42	33
loved	0.783	2895	1410
sooo	-0.318	2436	3567
lenses	0.437	60	41
import	-0.552	19	36
minor	-0.159	91	114
auditions	0.018	63	66
NOT FOUND
boost	0.777	97	47
happiest	1.154	121	40
hassle	-0.675	31	66
dress	0.584	1275	757
blink	0.406	237	168
understanding	0.709	100	52
watermelon	0.575	89	53
disney	0.549	657	404
ingredients	0.389	53	38
drugs	-0.253	117	161
clueless	-0.140	52	64
butter	0.633	409	231
nation	0.398	108	77
bleed	-1.250	24	92
tis	0.522	336	212
roller	0.425	98	68
